"","Tattoo","Eimeria","Isospora","Fleas","Lice","Ticks","Sex","fYear","Year","Month","Age","AgeCat","X","Y","Degree","Strength","GroupSize","LifetimeDensity","TrappingDensity","AnnualDensity","Survived","BCI"
"7619",346,NA,NA,20,4,0,"Male","2012",2012,"08",2,"A",21,77,1,2,2,2.67548073681436e-05,4.4658353416575e-05,6.81084260366517e-06,1,0.477831536269896
"7620",386,NA,NA,3,1,0,"Male","2012",2012,"08",2,"A",21,77,1,2,2,2.67548073681436e-05,4.4658353416575e-05,6.81084260366517e-06,1,0.253261618941017
"7621",449,NA,NA,16,7,0,"Female","2012",2012,"08",0,"C",82,75,8,8,14,1.95671261934994e-05,4.170252311001e-05,1.98493210121444e-05,0,-2.34524577559915
"7622",29,NA,NA,2,3,0,"Male","2012",2012,"08",7,"A",122,45,4,4,10,1.55091696049179e-05,1.26447896070632e-05,2.0835508542755e-05,0,0.123252731459665
"7623",55,NA,NA,0,0,0,"Female","2012",2012,"08",7,"A",33,100,0,0,3,2.86033652869192e-05,3.00614521821526e-05,1.26789221285017e-05,1,1.06192533152999
"7624",350,NA,NA,5,3,0,"Male","2012",2012,"08",5,"A",69,71,4,4,14,2.17539140356215e-05,3.49986002304611e-05,1.8030982585781e-05,1,-0.0990019844283031
"7625",1510,NA,NA,3,0,0,"Female","2012",2012,"08",8,"A",122,45,18,20,10,1.55091696049179e-05,1.26447896070632e-05,2.0835508542755e-05,1,-0.00787276702670768
"7626",1516,NA,NA,20,1,0,"Male","2012",2012,"08",8,"A",82,75,8,8,14,1.95671261934994e-05,4.170252311001e-05,1.98493210121444e-05,1,-0.085005446032547
"7627",15,NA,NA,0,2,0,"Male","2012",2012,"08",7,"A",122,45,18,20,10,1.55091696049179e-05,1.26447896070632e-05,2.0835508542755e-05,1,-0.161110732034389
"7628",227,NA,NA,11,5,0,"Male","2012",2012,"08",4,"A",113,25,2,2,10,2.01184572873992e-05,3.27117274751489e-05,1.50164138983698e-05,0,0.122595825543076
"7629",394,NA,NA,7,6,0,"Female","2012",2012,"08",1,"Y",82,75,8,8,14,1.95671261934994e-05,4.170252311001e-05,1.98493210121444e-05,1,0.240212926223146
"7630",450,NA,NA,9,3,0,"Male","2012",2012,"08",2,"A",122,45,6,6,10,1.55091696049179e-05,1.26447896070632e-05,2.0835508542755e-05,1,NA
"7631",1464,NA,NA,2,1,0,"Male","2012",2012,"08",9,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,1,0.24460137173478
"7632",1503,NA,NA,9,3,0,"Male","2012",2012,"08",8,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,1,0.386573191422349
"7633",219,NA,NA,10,2,0,"Female","2012",2012,"08",4,"A",189,45,9,11,11,4.47964172011959e-05,9.19135631406246e-05,4.01222599636333e-05,1,0.402057062168256
"7634",216,NA,NA,7,4,0,"Female","2012",2012,"08",4,"A",197,55,8,8,11,3.45291642478735e-05,5.23330326369896e-05,3.49238250856089e-05,1,0.302880082141055
"7635",245,NA,NA,3,0,0,"Female","2012",2012,"08",4,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-0.434266274820927
"7636",291,NA,NA,10,7,0,"Male","2012",2012,"08",3,"A",189,45,9,11,11,4.47964172011959e-05,9.19135631406246e-05,4.01222599636333e-05,0,-0.066895702780868
"7637",360,NA,NA,0,1,0,"Male","2012",2012,"08",2,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,0,-0.481388240943131
"7638",375,NA,NA,3,2,0,"Female","2012",2012,"08",2,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-0.20967664192357
"7639",381,NA,NA,2,0,0,"Male","2012",2012,"08",2,"A",189,45,9,11,11,4.47964172011959e-05,9.19135631406246e-05,4.01222599636333e-05,1,-0.0266399084664585
"7640",417,NA,NA,7,0,0,"Male","2012",2012,"08",0,"C",163,43,20,21,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-1.61610690350263
"7641",415,NA,NA,7,5,0,"Female","2012",2012,"08",0,"C",259,2,3,3,4,2.20393948279513e-05,1.13205726806677e-05,9.99966912804912e-06,0,-1.16954556321458
"7642",425,NA,NA,3,8,0,"Female","2012",2012,"08",0,"C",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-2.43105769424301
"7643",452,NA,NA,3,0,0,"Female","2012",2012,"08",0,"C",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-2.454595140795
"7644",105,NA,NA,10,3,0,"Male","2012",2012,"08",7,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,0.210045697435727
"7645",1506,NA,NA,12,1,0,"Male","2012",2012,"08",8,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,0.424243466989587
"7646",1510,NA,NA,0,0,0,"Female","2012",2012,"08",8,"A",163,43,18,20,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,NA
"7647",1545,NA,NA,0,2,0,"Male","2012",2012,"08",7,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,0.305553149917893
"7648",15,NA,NA,0,0,0,"Male","2012",2012,"08",7,"A",163,43,18,20,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,NA
"7649",100,NA,NA,0,0,0,"Female","2012",2012,"08",6,"A",163,43,19,19,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-0.933941127188596
"7650",210,NA,NA,0,1,0,"Male","2012",2012,"08",4,"A",189,45,7,7,11,4.47964172011959e-05,9.19135631406246e-05,4.01222599636333e-05,0,0.643752358862487
"7651",222,NA,NA,1,1,0,"Female","2012",2012,"08",4,"A",201,15,5,5,6,1.92204194291539e-05,1.64357086779505e-05,2.39303277739955e-05,1,0.830835814048031
"7652",368,NA,NA,3,0,1,"Female","2012",2012,"08",2,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-0.422325605849755
"7653",437,NA,NA,1,1,0,"Female","2012",2012,"08",0,"C",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-1.69724326350752
"7654",20,NA,NA,0,0,0,"Male","2012",2012,"08",7,"A",186,49,4,4,11,4.54311538210436e-05,9.84724074279314e-05,4.06683493005443e-05,1,0.0481372153188322
"7655",104,NA,NA,7,1,0,"Female","2012",2012,"08",6,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,-0.11827350482758
"7656",208,NA,NA,5,2,0,"Female","2012",2012,"08",4,"A",201,15,5,5,6,1.92204194291539e-05,1.64357086779505e-05,2.39303277739955e-05,1,1.09456317419539
"7657",220,NA,NA,0,21,0,"Female","2012",2012,"08",4,"A",174,44,5,5,6,4.88481423321562e-05,0.000126372047344651,4.25788365174271e-05,0,0.621531709167707
"7658",243,NA,NA,7,3,1,"Female","2012",2012,"08",4,"A",189,45,7,7,11,4.47964172011959e-05,9.19135631406246e-05,4.01222599636333e-05,1,0.64984647138576
"7659",357,NA,NA,9,1,0,"Male","2012",2012,"08",4,"A",174,44,27,30,6,4.88481423321562e-05,0.000126372047344651,4.25788365174271e-05,1,0.2894957185318
"7660",457,NA,NA,12,4,0,"Female","2012",2012,"08",0,"C",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,1,-1.16954556321458
"7661",1490,NA,NA,5,2,0,"Female","2012",2012,"08",9,"A",47,135,13,16,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,1,0.0192930692177158
"7662",1545,NA,NA,1,0,0,"Male","2012",2012,"08",7,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,0.104018032876291
"7663",15,NA,NA,12,3,1,"Male","2012",2012,"08",7,"A",163,43,18,20,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,0.203593245045279
"7664",41,NA,NA,3,0,0,"Female","2012",2012,"08",7,"A",47,135,9,11,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,1,-0.277213083930957
"7665",53,NA,NA,7,1,0,"Female","2012",2012,"08",7,"A",48,144,12,13,10,4.29347509408293e-05,5.99541893021521e-05,3.05237809764472e-05,1,1.2045237074037
"7666",118,NA,NA,5,1,0,"Male","2012",2012,"08",6,"A",47,135,13,16,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,0,0.57448934345834
"7667",282,NA,NA,6,1,0,"Female","2012",2012,"08",3,"A",47,135,8,8,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,1,0.19917552029249
"7668",375,NA,NA,1,0,0,"Female","2012",2012,"08",2,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-0.297400918574744
"7669",417,NA,NA,0,0,0,"Male","2012",2012,"08",0,"C",163,43,20,21,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-1.47571076721444
"7670",452,NA,NA,0,0,0,"Female","2012",2012,"08",0,"C",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,NA
"7671",284,NA,NA,11,1,0,"Female","2012",2012,"09",3,"A",47,135,11,12,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,1,-0.166806449957003
"7672",435,NA,NA,0,2,0,"Female","2012",2012,"09",0,"C",48,144,13,17,10,4.29347509408293e-05,5.99541893021521e-05,3.05237809764472e-05,1,-0.689038175012855
"7673",65,NA,NA,20,4,0,"Male","2012",2012,"10",7,"A",125,178,4,4,17,3.57211169681523e-05,4.14868879780591e-05,2.4271405680623e-05,1,-0.277213083930957
"7674",68,NA,NA,6,6,0,"Male","2012",2012,"10",7,"A",125,178,3,3,17,3.57211169681523e-05,4.14868879780591e-05,2.4271405680623e-05,1,0.0721838442898636
"7675",80,NA,NA,7,15,0,"Male","2012",2012,"10",7,"A",55,163,8,8,26,3.8850477552513e-05,6.16759610336723e-05,3.35845284659509e-05,1,0.216559969689876
"7676",110,NA,NA,2,3,0,"Male","2012",2012,"10",6,"A",125,178,7,8,17,3.57211169681523e-05,4.14868879780591e-05,2.4271405680623e-05,1,0.196416972895516
"7677",159,NA,NA,2,6,0,"Male","2012",2012,"10",5,"A",45,169,10,13,26,4.27568852624062e-05,7.51554696540722e-05,3.53862484819508e-05,0,0.0114475277204788
"7678",318,NA,NA,5,0,0,"Female","2012",2012,"10",2,"A",151,171,4,4,17,2.36253891364237e-05,3.17507953902076e-05,2.21409862087355e-05,1,1.04404502714603
"7679",439,NA,NA,1,5,0,"Male","2012",2012,"10",0,"C",45,169,10,13,26,4.27568852624062e-05,7.51554696540722e-05,3.53862484819508e-05,1,-1.41666580616629
"7680",445,NA,NA,0,0,0,"Male","2012",2012,"10",0,"C",44,175,10,13,26,3.88936011226331e-05,7.25866006929479e-05,3.41477797292652e-05,0,-1.23320161411676
"7681",382,NA,NA,0,3,0,"Male","2012",2012,"10",5,"A",151,171,4,4,17,2.36253891364237e-05,3.17507953902076e-05,2.21409862087355e-05,1,1.37173887387043
"7682",1423,NA,NA,20,0,0,"Male","2012",2012,"10",10,"A",134,172,6,6,17,3.20071686350351e-05,4.22183311478984e-05,2.50006744820952e-05,0,NA
"7683",1512,NA,NA,0,1,0,"Female","2012",2012,"10",8,"A",104,192,12,12,1,3.50987541024159e-05,5.17886421045977e-05,1.76558547454736e-05,1,0.276366101948357
"7684",66,NA,NA,0,1,0,"Female","2012",2012,"10",7,"A",151,171,4,4,17,2.36253891364237e-05,3.17507953902076e-05,2.21409862087355e-05,1,0.865935540926636
"7685",73,NA,NA,5,6,0,"Male","2012",2012,"10",7,"A",55,163,8,8,26,3.8850477552513e-05,6.16759610336723e-05,3.35845284659509e-05,1,0.909641434804563
"7686",118,NA,NA,4,6,0,"Male","2012",2012,"10",6,"A",55,163,13,16,26,3.8850477552513e-05,6.16759610336723e-05,3.35845284659509e-05,0,0.497284008398699
"7687",125,NA,NA,0,0,0,"Female","2012",2012,"10",6,"A",55,163,14,19,26,3.8850477552513e-05,6.16759610336723e-05,3.35845284659509e-05,1,NA
"7688",191,NA,NA,2,0,0,"Female","2012",2012,"10",6,"A",44,175,10,10,26,3.88936011226331e-05,7.25866006929479e-05,3.41477797292652e-05,1,-0.082952932954015
"7689",444,NA,NA,20,3,0,"Male","2012",2012,"10",0,"C",44,175,10,10,26,3.88936011226331e-05,7.25866006929479e-05,3.41477797292652e-05,1,-1.28709332060806
"7690",443,NA,NA,3,12,0,"Male","2012",2012,"10",0,"C",45,169,10,13,26,4.27568852624062e-05,7.51554696540722e-05,3.53862484819508e-05,1,-0.980593442060421
"7691",441,NA,NA,20,0,0,"Male","2012",2012,"10",0,"C",44,175,10,10,26,3.88936011226331e-05,7.25866006929479e-05,3.41477797292652e-05,1,-0.870699898226072
"7692",453,NA,NA,0,3,0,"Male","2012",2012,"10",0,"C",133,182,2,2,17,3.40255574578346e-05,4.1738942819679e-05,2.42724074895246e-05,1,NA
"7693",1490,NA,NA,0,0,0,"Female","2012",2012,"10",9,"A",55,163,13,16,26,3.8850477552513e-05,6.16759610336723e-05,3.35845284659509e-05,1,0.103525028775623
"7694",53,NA,NA,0,5,0,"Female","2012",2012,"10",7,"A",55,163,12,13,26,3.8850477552513e-05,6.16759610336723e-05,3.35845284659509e-05,1,1.28714036756555
"7695",250,NA,NA,7,0,0,"Female","2012",2012,"10",3,"A",76,167,4,4,26,2.34556216386254e-05,2.88327012827954e-05,2.4938106078898e-05,1,1.17502390978835
"7696",284,NA,NA,5,2,0,"Female","2012",2012,"10",3,"A",76,167,11,12,26,2.34556216386254e-05,2.88327012827954e-05,2.4938106078898e-05,1,0.185913588430532
"7697",317,NA,NA,7,5,0,"Male","2012",2012,"10",2,"A",125,178,7,8,17,3.57211169681523e-05,4.14868879780591e-05,2.4271405680623e-05,1,0.851785250910987
"7698",324,NA,NA,2,2,0,"Male","2012",2012,"10",2,"A",134,172,5,5,17,3.20071686350351e-05,4.22183311478984e-05,2.50006744820952e-05,1,0.223137131868091
"7699",392,NA,NA,3,0,0,"Male","2012",2012,"10",1,"Y",140,186,2,2,17,2.9217872394233e-05,3.26890382162027e-05,2.26919811763262e-05,0,1.77842974670871
"7700",391,NA,NA,2,0,0,"Female","2012",2012,"10",2,"A",107,199,3,3,4,3.43252525557025e-05,5.35954643723891e-05,1.62288812201355e-05,1,0.972658933559724
"7701",435,NA,NA,1,3,0,"Female","2012",2012,"10",0,"C",55,163,13,17,26,3.8850477552513e-05,6.16759610336723e-05,3.35845284659509e-05,1,-0.580230239571268
"7702",448,NA,NA,7,17,0,"Female","2012",2012,"10",0,"C",44,175,10,10,26,3.88936011226331e-05,7.25866006929479e-05,3.41477797292652e-05,1,-1.45870108323973
"7703",454,NA,NA,8,6,0,"Male","2012",2012,"10",3,"A",182,134,3,3,4,1.79116537328097e-05,1.6441818272083e-05,8.25219746825807e-06,0,1.71007806760422
"7704",1409,NA,NA,0,0,0,"Female","2012",2012,"11",11,"A",34,206,3,3,26,1.11625054289033e-05,1.45999707947069e-05,1.74814640365042e-05,0,-0.922005771855804
"7705",1467,NA,NA,1,0,0,"Female","2012",2012,"11",9,"A",16,184,7,7,8,2.42267902316402e-05,3.5818497099462e-05,2.45567559349838e-05,1,0.490881243061519
"7706",1466,NA,NA,1,0,0,"Female","2012",2012,"11",9,"A",16,184,17,20,8,2.42267902316402e-05,3.5818497099462e-05,2.45567559349838e-05,1,0.504606628540108
"7707",156,NA,NA,0,0,0,"Female","2012",2012,"11",5,"A",16,184,7,7,8,2.42267902316402e-05,3.5818497099462e-05,2.45567559349838e-05,0,0.464049766355432
"7708",283,NA,NA,0,0,0,"Female","2012",2012,"11",3,"A",24,156,4,4,5,3.90491493670597e-05,4.29995399207392e-05,2.85044967429283e-05,1,0.851146016472546
"7709",286,NA,NA,0,3,0,"Female","2012",2012,"11",3,"A",47,135,17,19,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,1,0.0383766134924211
"7710",321,NA,NA,0,1,0,"Male","2012",2012,"11",2,"A",16,184,16,17,8,2.42267902316402e-05,3.5818497099462e-05,2.45567559349838e-05,1,1.21545830138748
"7711",346,NA,NA,1,1,0,"Male","2012",2012,"11",2,"A",21,77,1,2,2,2.67548073681436e-05,4.4658353416575e-05,6.81084260366517e-06,1,1.28231491832404
"7712",1321,NA,NA,3,1,0,"Female","2012",2012,"11",12,"A",47,135,11,12,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,0,-0.303440419231184
"7713",282,NA,NA,4,0,0,"Female","2012",2012,"11",3,"A",47,135,8,8,10,3.97476914904642e-05,6.34467079537609e-05,2.6473399656621e-05,1,0.236484541236572
"7714",369,NA,NA,0,3,0,"Male","2012",2012,"11",4,"A",24,156,4,4,5,3.90491493670597e-05,4.29995399207392e-05,2.85044967429283e-05,0,1.34089966592263
"7715",436,NA,NA,13,2,0,"Male","2012",2012,"11",0,"C",34,206,9,10,26,1.11625054289033e-05,1.45999707947069e-05,1.74814640365042e-05,1,0.109974140795387
"7716",197,NA,NA,4,1,0,"Female","2012",2012,"11",5,"A",34,206,12,13,26,1.11625054289033e-05,1.45999707947069e-05,1.74814640365042e-05,1,-0.336249582344716
"7717",1382,NA,NA,0,3,0,"Female","2012",2012,"11",10,"A",16,184,7,7,8,2.42267902316402e-05,3.5818497099462e-05,2.45567559349838e-05,0,-0.951601626441756
"7718",1496,NA,NA,4,5,0,"Female","2012",2012,"11",8,"A",34,121,5,5,3,3.41249111859862e-05,5.15906714533065e-05,1.78508208507831e-05,1,0.822408256277841
"7719",276,NA,NA,3,2,0,"Female","2012",2012,"11",3,"A",34,121,1,1,3,3.41249111859862e-05,5.15906714533065e-05,1.78508208507831e-05,1,0.947730657857083
"7720",248,NA,NA,9,1,0,"Female","2012",2012,"11",7,"A",16,184,7,7,8,2.42267902316402e-05,3.5818497099462e-05,2.45567559349838e-05,1,0.367348226230222
"7721",170,NA,NA,0,2,0,"Male","2012",2012,"11",5,"A",69,71,10,12,14,2.17539140356215e-05,3.49986002304611e-05,1.8030982585781e-05,0,-0.387910553574434
"7722",1506,NA,NA,0,0,0,"Male","2012",2012,"11",8,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,0.451226569448051
"7723",227,NA,NA,17,4,0,"Male","2012",2012,"11",4,"A",113,25,2,2,10,2.01184572873992e-05,3.27117274751489e-05,1.50164138983698e-05,0,0.276366101948357
"7724",223,NA,NA,13,1,0,"Female","2012",2012,"11",4,"A",93,19,3,3,10,1.93290759926636e-05,2.3800352984679e-05,1.0372303129545e-05,0,0.537911809656776
"7725",239,NA,NA,0,3,0,"Male","2012",2012,"11",6,"A",113,25,5,5,10,2.01184572873992e-05,3.27117274751489e-05,1.50164138983698e-05,1,0.966362326813125
"7726",357,NA,NA,0,0,0,"Male","2012",2012,"11",4,"A",122,45,27,30,10,1.55091696049179e-05,1.26447896070632e-05,2.0835508542755e-05,1,0.511569374320334
"7727",38,NA,NA,0,0,0,"Female","2012",2012,"11",8,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,0.160144117698019
"7728",105,NA,NA,1,1,0,"Male","2012",2012,"11",7,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,0.402288057520362
"7729",1516,NA,NA,20,1,0,"Male","2012",2012,"11",8,"A",82,75,8,8,14,1.95671261934994e-05,4.170252311001e-05,1.98493210121444e-05,1,0.497642806203467
"7730",143,NA,NA,5,3,0,"Female","2012",2012,"11",5,"A",69,71,10,12,14,2.17539140356215e-05,3.49986002304611e-05,1.8030982585781e-05,0,-0.787238209473508
"7731",370,NA,NA,10,2,0,"Female","2012",2012,"11",3,"A",79,0,0,0,1,1.37700788277108e-05,1.62674068034132e-05,5.49461429695317e-06,0,1.24151501785922
"7732",450,NA,NA,25,5,0,"Male","2012",2012,"11",2,"A",113,25,6,6,10,2.01184572873992e-05,3.27117274751489e-05,1.50164138983698e-05,1,-0.285143230439926
"7733",455,NA,NA,0,3,0,"Male","2012",2012,"11",0,"C",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,1,-1.4221776619526
"7734",105,NA,NA,0,0,0,"Male","2012",2012,"11",7,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,NA
"7735",1503,NA,NA,0,0,0,"Male","2012",2012,"11",8,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,1,NA
"7736",27,NA,NA,0,0,0,"Female","2012",2012,"11",7,"A",82,75,8,8,14,1.95671261934994e-05,4.170252311001e-05,1.98493210121444e-05,1,NA
"7737",104,NA,NA,8,0,0,"Female","2012",2012,"11",6,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,0,0.168057533086762
"7738",240,NA,NA,20,7,0,"Female","2012",2012,"11",4,"A",131,85,3,3,4,1.7987562472653e-05,2.60259449841466e-05,2.07596580058775e-05,1,0.592155429397645
"7739",427,NA,NA,5,3,0,"Female","2012",2012,"11",0,"C",131,85,3,3,4,1.7987562472653e-05,2.60259449841466e-05,2.07596580058775e-05,1,-0.240249107065488
"7740",1510,NA,NA,2,0,0,"Female","2012",2012,"11",8,"A",163,43,18,20,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,0.902506457034543
"7741",15,NA,NA,20,0,0,"Male","2012",2012,"11",7,"A",163,43,18,20,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,1.06192533152999
"7742",100,NA,NA,3,9,0,"Female","2012",2012,"11",6,"A",163,43,19,19,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,0.402288057520362
"7743",219,NA,NA,6,0,0,"Female","2012",2012,"11",4,"A",186,49,9,11,11,4.54311538210436e-05,9.84724074279314e-05,4.06683493005443e-05,1,0.603375854218955
"7744",216,NA,NA,1,0,0,"Female","2012",2012,"11",4,"A",197,55,8,8,11,3.45291642478735e-05,5.23330326369896e-05,3.49238250856089e-05,1,0.642664380915469
"7745",294,NA,NA,0,1,0,"Male","2012",2012,"11",3,"A",186,49,4,4,11,4.54311538210436e-05,9.84724074279314e-05,4.06683493005443e-05,1,0.382141795409577
"7746",368,NA,NA,9,2,0,"Female","2012",2012,"11",2,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,0.706018411339091
"7747",366,NA,NA,0,3,0,"Male","2012",2012,"11",2,"A",216,69,2,2,3,2.2180245482928e-05,2.13393913714622e-05,2.23255716737333e-05,1,0.888007765486983
"7748",381,NA,NA,6,13,0,"Male","2012",2012,"11",2,"A",186,49,9,11,11,4.54311538210436e-05,9.84724074279314e-05,4.06683493005443e-05,1,0.312064508677345
"7749",452,NA,NA,11,6,0,"Female","2012",2012,"11",0,"C",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-0.977660592224427
"7750",226,NA,NA,6,2,0,"Male","2012",2012,"11",4,"A",115,116,9,9,10,1.7362543649845e-05,4.6658757645433e-05,2.12158640628089e-05,1,0.660288836767036
"7751",245,NA,NA,13,3,0,"Female","2012",2012,"11",4,"A",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,0.450530307373234
"7752",291,NA,NA,7,10,0,"Male","2012",2012,"11",3,"A",186,49,9,11,11,4.54311538210436e-05,9.84724074279314e-05,4.06683493005443e-05,0,0.141704640311193
"7753",437,NA,NA,9,2,0,"Female","2012",2012,"11",0,"C",163,43,16,16,17,4.16100522674047e-05,0.000105294550915493,4.01684557588322e-05,1,-0.154041451840712
"7754",456,NA,NA,0,1,0,"Male","2012",2012,"11",2,"A",255,34,4,4,5,1.53551647545739e-05,7.18900511182885e-06,1.3525259933257e-05,1,1.31925532177395
"7755",41,0,0,1,1,0,"Female","2013",2013,"06",8,"A",67,85,5,5,7,2.13492064964791e-05,2.68808548289706e-05,1.45360749032245e-05,1,-0.309421729901625
"7756",41,0,0,3,1,0,"Female","2013",2013,"11",8,"A",67,85,5,5,7,2.13492064964791e-05,2.68808548289706e-05,1.45360749032245e-05,1,0.0908107520865943
"7757",42,0,1,5,1,1,"Female","2013",2013,"08",8,"A",113,25,1,1,4,2.01184572873992e-05,3.27117274751489e-05,1.06375327301309e-05,1,0.382141795409577
"7758",65,0,0,1,1,0,"Male","2013",2013,"11",8,"A",134,172,1,1,15,3.20071686350351e-05,4.22183311478984e-05,2.38941953969458e-05,1,0.377691282721869
"7759",68,1,0,0,10,0,"Male","2013",2013,"11",8,"A",125,178,3,3,15,3.57211169681523e-05,4.14868879780591e-05,2.39855223033933e-05,1,0.674600942882125
"7760",73,0,0,15,4,0,"Male","2013",2013,"08",8,"A",55,163,5,6,23,3.8850477552513e-05,6.16759610336723e-05,3.00137370907857e-05,0,0.166494861679409
"7761",110,0,0,8,2,0,"Male","2013",2013,"06",7,"A",134,172,4,4,15,3.20071686350351e-05,4.22183311478984e-05,2.38941953969458e-05,1,0.343513559317172
"7762",112,1,0,9,9,0,"Female","2013",2013,"06",10,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,1,0.0979389115263492
"7763",141,0,0,20,0,0,"Male","2013",2013,"06",7,"A",67,85,4,4,7,2.13492064964791e-05,2.68808548289706e-05,1.45360749032245e-05,1,0.122595825543076
"7764",141,0,0,1,3,1,"Male","2013",2013,"11",7,"A",67,85,4,4,7,2.13492064964791e-05,2.68808548289706e-05,1.45360749032245e-05,1,0.859816933961529
"7765",173,0,0,3,5,0,"Female","2013",2013,"08",7,"A",47,135,4,4,5,3.97476914904642e-05,6.34467079537609e-05,2.34834740309946e-05,1,0.116485993869547
"7766",179,1,0,3,1,0,"Female","2013",2013,"06",7,"A",55,163,5,6,23,3.8850477552513e-05,6.16759610336723e-05,3.00137370907857e-05,0,0.253261618941017
"7767",200,0,0,5,2,0,"Female","2013",2013,"08",5,"A",21,77,2,2,3,2.67548073681436e-05,4.4658353416575e-05,9.57033545225087e-06,0,0.517309527592693
"7768",230,0,0,8,1,0,"Male","2013",2013,"06",6,"A",131,85,17,18,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,0,0.31863778122255
"7769",230,0,0,6,5,0,"Male","2013",2013,"08",6,"A",163,43,17,18,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,0,0.0319539034995194
"7770",239,0,0,5,2,0,"Male","2013",2013,"06",7,"A",108,10,0,0,4,1.89842668313835e-05,4.26615370043863e-05,7.8347843252383e-06,1,0.497642806203467
"7771",239,0,0,9,0,0,"Male","2013",2013,"11",7,"A",108,10,0,0,4,1.89842668313835e-05,4.26615370043863e-05,7.8347843252383e-06,1,1.48742674911934
"7772",240,0,0,9,1,0,"Female","2013",2013,"06",5,"A",131,85,6,6,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,1,-0.493428171211313
"7773",240,0,1,1,1,0,"Female","2013",2013,"08",5,"A",131,85,6,6,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,1,-0.542506722071336
"7774",248,0,0,2,0,0,"Female","2013",2013,"06",8,"A",16,184,8,8,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,1,0.0180156546544127
